operation, x, y, z, xtype, ytype, ztype, xunit, yunit, zunit
CUDA Device to Host, 64, 85373414, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.138000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 50.898621, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58505756, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 133178307, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.160000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 52.045105, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34112011, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 84093933, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.142000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 50.552307, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 57805484, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 132380831, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.287000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 64.511597, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 37714821, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 94643816, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.148000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 50.693115, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58930553, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 133479429, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.158000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 52.116882, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34159608, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 84644662, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.148000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 50.755249, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58309007, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 133016247, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.161000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 53.991150, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34590138, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 86104543, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.136000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 51.002563, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58349422, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 132515827, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.142000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 53.732971, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34804620, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 84903932, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.150000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 51.602844, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58197090, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 132375856, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.160000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 56.305725, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34866608, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 85818742, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.145000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 51.258667, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58335012, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 132034126, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.261000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 62.511169, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 38656349, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 94864578, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.141000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 50.956116, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58536201, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 132335351, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.173000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 54.576172, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 35210884, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 85944721, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.161000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 50.348755, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58345065, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 132196961, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.183000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 53.914673, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34744354, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 86170615, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.139000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 50.458740, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 57515619, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 131377641, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.184000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 54.540833, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 35091793, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 86433643, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.141000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 51.022034, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58176814, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 132199974, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.154000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 54.058228, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34169161, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 84539440, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.275000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 60.484375, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 61789550, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 141309207, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.157000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 51.577820, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34277120, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 84495649, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.163000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 51.911987, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58846646, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 132932847, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.160000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 55.415222, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 35020405, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 86552663, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 1.139000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 64, 50.999023, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 64, 58290218, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 64, 133572684, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 1.151000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 64, 53.710388, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 64, 34818359, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 64, 85917232, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.154000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 50.061462, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58823662, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 133454148, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.149000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 56.267090, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56779843, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129488872, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.298000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 69.229248, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 59877765, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 157252422, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.156000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 56.467102, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56733071, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129743962, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.252000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 59.481628, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 61509222, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 140457410, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.201000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 58.975525, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56779181, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 130418849, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.142000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 51.233887, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58292503, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 132293098, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.172000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 53.557251, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56724075, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129461585, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.154000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 51.410461, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58432855, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 133397777, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.174000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 53.771606, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56359388, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129754395, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.158000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 52.262329, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58236420, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 133529128, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.162000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 52.619812, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 55817309, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129258730, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.171000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 54.088562, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58937193, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 134077339, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.172000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 54.630310, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 57512347, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129907266, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.160000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 52.130127, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58838971, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 132931194, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.179000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 53.887573, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56254185, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129088497, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.141000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 51.592651, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58530120, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 131805594, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.169000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 54.699341, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56742637, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129617958, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.164000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 50.643738, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 59119004, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 132425755, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.179000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 55.295532, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56009760, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 128766250, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.152000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 51.773865, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58643764, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 132764966, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.171000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 54.113831, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56489619, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 128825560, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.144000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 52.084473, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58748513, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 133227683, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.147000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 55.613953, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56588474, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 128778959, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.143000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 51.093201, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58428052, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 132343173, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.171000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 54.652710, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56146549, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 128133162, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.168000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 51.022583, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 59294387, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 132972473, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.170000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 53.570496, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56272259, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129186084, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.175000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 52.433105, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58705085, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 132806614, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.158000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 54.832031, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56514796, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129269829, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.151000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 52.572327, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 59030969, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 132458703, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.167000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 53.833557, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56251998, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 128253281, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.147000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 50.983337, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58462744, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 133357357, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.172000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 55.715393, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56820759, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129666935, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.143000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 50.388916, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58668645, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 133139442, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.148000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 53.178284, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 55952703, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 129104121, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.128000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 50.463318, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 57977984, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 131862320, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.172000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 53.356567, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56486589, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 128885255, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 1.149000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 128, 53.318420, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 128, 58737385, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 128, 134554503, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 1.156000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 128, 56.677795, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 128, 56370417, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 128, 128702276, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.142000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.394836, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58303799, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133784279, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.163000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.012878, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56157390, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128872001, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.144000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.955688, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 59339362, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133612047, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.164000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.266052, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 55859486, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128746869, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.160000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 53.276062, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58342398, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133177026, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.140000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 53.288086, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56578568, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128147458, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.145000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 50.383850, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58412545, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 133887875, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.181000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 256, 54.904785, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 256, 56444036, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 128887102, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 1.140000, vcms, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 256, 51.130249, vcms, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 256, 58120197, vcms, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 256, 132349979, vcms, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 256, 1.184000, vcms, N, Time, Memory Allocator, , Seconds, 
